SECTOR,COMPANY
Manufacturing,Rhinomed Limited C2412 *New*
Manufacturing,Ricegrowers Limited C1161
Manufacturing,Ricoh New Zealand Limited C1612 *New*
Manufacturing,Ridley Corporation Limited C1192
Manufacturing,Rivalea Holdings Pty Ltd C1111
Manufacturing,Riverina (Australia) Pty Ltd C1192
Manufacturing,Riverina Oils & Bio Energy Pty Ltd C1150 *New*
Manufacturing,Riviera Australia Pty Ltd C2392
Manufacturing,Riviera Holdings (Aus) Pty Ltd C1132
Manufacturing,RM Williams Proprietary Limited C1352
Manufacturing,Rme Holdings Pty Ltd C2462 *New*
Manufacturing,Robert Bosch (Australia) Proprietary Limited C2313
Manufacturing,Rocket Industries Pty Ltd C2319 *New*
Manufacturing,Rockwell Automation (NZ) Limited C2439 *New*
Manufacturing,Rockwell Automation Australia Ltd C2499a *New*
Manufacturing,Roto-Gro International Limited C2461
Manufacturing,Rowe Scientific Pty Ltd C2419 *New*
Manufacturing,Royal Australian Mint C2591
Manufacturing,Rua Bioscience Limited C1841 *New*
Manufacturing,Saab Technologies Australia Pty Ltd C2394
Manufacturing,Saizeriya Australia Pty. Ltd. C1113 *New*
Manufacturing,Sapphire Group Holdings Pty Ltd C1852 *New*
Manufacturing,Sato New Zealand Limited C1611 *New*
Manufacturing,SCA Music Holdings (Australia) Pty Ltd C1620
Manufacturing,Schaffer Corporation Limited C1320
Manufacturing,SDI Limited C2412 *New*
Manufacturing,Sealed Air Australia (Holdings) Pty Limited C1911
Manufacturing,Sealy New Zealand Limited C2513 *New*
Manufacturing,Secos Group Limited C1310 *New*
Manufacturing,Selection Steel Trading Pty. Ltd. C2110 *New*
Manufacturing,Sensera Limited C2439 *New*
Manufacturing,Shaw Of Australia Pty Ltd C1333 *New*
Manufacturing,Shekel Brainweigh Limited C2419
Manufacturing,Shinagawa Refractories Australasia Pty Ltd C2029 *New*
Manufacturing,Siemens Ltd C2439
Manufacturing,Signet Pty Ltd C1912b
Manufacturing,Silicon Metal Company of Australia Pty Ltd C2139
Manufacturing,Silver Fern Farms Co-operative Limited C1111 *New*
Manufacturing,Silver II Australia Holdings Pty Ltd C2451 *New*
Manufacturing,Simplot Australia (Holdings) Pty Limited C1140
Manufacturing,Simplot TC (Holdings) Pty Ltd C1140
Manufacturing,Skellerup Holdings Limited C1919a
Manufacturing,SKS Technologies Group Limited C2429 *New*
Manufacturing,Smc Corporation (Australia) Pty Ltd C2412 *New*
Manufacturing,SMR Automotive Australia Pty Limited C2319
Manufacturing,Snacking Investments Holdco Pty Ltd C1173 *New*
Manufacturing,Snow Brand Australia Pty Ltd C1133a
Manufacturing,Sonova Audiological Care New Zealand Limited C2412 *New*
Manufacturing,South32 Limited C2131
Manufacturing,Southern Oil Pty Ltd C1701 *New*
Manufacturing,SPC Global Limited C1140
Manufacturing,Specialised Breeders Australia Pty Ltd C1112
Manufacturing,Srxglobal Pty Limited C2421 *New*
Manufacturing,Steel & Tube Holdings Limited C2122
Manufacturing,Steel Supplies Pty Ltd C2110 *New*
Manufacturing,Stemcell United Limited C1841 *New*
Manufacturing,Stirlings Performance Steels Pty Ltd C2110 *New*
Manufacturing,Stratco (NZ) Limited C2229 *New*
Manufacturing,Sumitomo Chemical Company Limited C2132 *New*
Manufacturing,Sun Metals Holdings Limited C2133
Manufacturing,Sunstate Cement Ltd C2031
Manufacturing,Swicker's Kingaroy Bacon Factory Pty Ltd C1111 *New*
Manufacturing,Swiss Singapore (Australia) Pty Ltd C1831 *New*
Manufacturing,Syft Technologies Limited C1812 *New*
Manufacturing,Symphony Au Pty. Ltd. C2452 *New*
Manufacturing,Synlait Milk Limited C1133c *New*
Manufacturing,TA (Australia) Group Pty Ltd C2319
Manufacturing,Tasman Aviation Holdings Pty Ltd C2394 *New*
Manufacturing,Taylor Ferguson & Co. Pty. Ltd. C1214 *New*
Manufacturing,Taylors Enterprises Pty Ltd C1214 *New*
Manufacturing,Technicolor Pty Limited C1620
Manufacturing,Telix Pharmaceuticals Limited C1841
Manufacturing,Terex Australia Pty Ltd C2462
Manufacturing,Teys Australia Pty Ltd C1111
Manufacturing,Thales Australia Holdings Pty Ltd C2391
Manufacturing,The a2 Milk Company Limited C1131
Manufacturing,The Food Revolution Group Limited C1211c *New*
Manufacturing,The Interiors Group Limited C1331 *New*
Manufacturing,The Tatua Co-Operative Dairy Company Limited C1133c *New*
Manufacturing,Thryv Australia Holdings Pty Ltd C1611
Manufacturing,Thygcmc Spv Pty Ltd C2462
Manufacturing,Timberlink Australia Pty Limited C1413
Manufacturing,Titomic Limited C2499a *New*
Manufacturing,Tom Stoddart Pty Ltd C2229 *New*
Manufacturing,Top Cut Foods Pty Limited C1111 *New*
Manufacturing,Top Shelf International Holdings Limited C1213 *New*
Manufacturing,Topco Investments Australia Pty Limited C1192
Manufacturing,Toro Australia Pty Ltd C2461
Manufacturing,Total Steel Of Australia Pty Ltd C2110 *New*
Manufacturing,Tps Australia Holdings Pty Limited C2461 *New*
Manufacturing,Traffic Technologies Limited C2432 *New*
Manufacturing,Trajan Group Holdings Limited C2412 *New*
Manufacturing,Treasury Wine Estates Limited C1214
Manufacturing,Trelleborg Holdings Australia Pty Ltd C1821
Manufacturing,Tribune Resources Limited C2139 *New*
Manufacturing,Tricab (Australia) Pty Ltd C2431 *New*
Manufacturing,Tritium Holdings Pty Ltd C2439 *New*
Manufacturing,Tully Sugar Limited C1181
Manufacturing,Turosi Pty Ltd C1112
Manufacturing,Tyco Electronics NZ Limited C2421 *New*
Manufacturing,Tyree Holdings Pty. Limited C2431 *New*
Manufacturing,Unilever Australia Group Pty Ltd C1852
Manufacturing,Unique Metal Works Pty Ltd C2240 *New*
Manufacturing,Valmont Queensland Pty Ltd C2293 *New*
Manufacturing,Valvoline (Australia) Pty Ltd C1709
Manufacturing,Vawdrey Australia Pty Ltd C2312
Manufacturing,Vectus Biosystems Limited C1841 *New*
Manufacturing,Veem Limited C2392 *New*
Manufacturing,Vic Mix Pty Ltd C2033 *New*
Manufacturing,Vickery Bros. Pty. Ltd. C1831 *New*
Manufacturing,Victor Technologies Australia Pty Ltd C2463
Manufacturing,Victoria Carpet Company Pty Ltd C1331
Manufacturing,Vietnam Industrial Investments Limited C2110
Manufacturing,Virbac (Australia) Pty Limited C1842
Manufacturing,Viridian Glass Pty Ltd C2010 *New*
Manufacturing,Viva Energy Group Limited C1701
Manufacturing,Viva Energy Polymers Holdings Pty Ltd C1821
Manufacturing,Vmoto Limited C2311 *New*
Manufacturing,Voestalpine High Performance Metals (Australia) Pty Ltd C2110 *New*
Manufacturing,Voith Turbo Pty Ltd C2439 *New*
Manufacturing,Volgren Australia Pty Ltd C2312
Manufacturing,Voltex Holdings Pty Ltd C2439
Manufacturing,Volution Ventilation New Zealand Limited C2452 *New*
Manufacturing,WA Plantation Resources Pty Ltd C1412 *New*
Manufacturing,Wagners Holding Company Limited C2033
Manufacturing,Warner Music Australia Pty Limited C1620
Manufacturing,Waterco Limited C2499a
Manufacturing,Weir Group (Australian Holdings) Pty Limited C2451
Manufacturing,Wespine Industries Pty Ltd C1411 *New*
Manufacturing,Western Australian Meat Marketing Co-operative C1111
Manufacturing,Westkon Precast Concrete Pty Ltd C2034 *New*
Manufacturing,Wilmar Sugar Australia Limited C1181
Manufacturing,Wilson Transformer Company Proprietary Limited C2439
Manufacturing,Windsor Engineering Group Limited C2452 *New*
Manufacturing,Wire Industries Pty. Limited C2210 *New*
Manufacturing,Xrf Scientific Limited C2419 *New*
Manufacturing,Yara Pilbara Fertilisers Pty Ltd C1831 *New*
Manufacturing,Yolarno Pty Ltd C1111
Manufacturing,Zelira Therapeutics Limited C1841 *New*
Manufacturing,Zespri Group Limited C1140
Manufacturing,Zoono Group Limited C1851 *New*
Mining,29Metals Limited B1012 *New*
Mining,3D Oil Limited B0700
Mining,88 Energy Limited B1011 *New*
Mining,92 Energy Limited B0808 *New*
Mining,ABx Group Limited B0802 *New*
Mining,Activex Limited B1012 *New*
Mining,Adavale Resources Limited B1012 *New*
Mining,Adelong Gold Limited B1012 *New*
Mining,Aeon Metals Limited B0803 *New*
Mining,Aeris Resources Limited B0803
Mining,African Gold Limited B1012
Mining,Agnew Holding Company Pty Limited B0804
Mining,Agrimin Limited B1012 *New*
Mining,AIC Mines Limited B1012 *New*
Mining,Alderan Resources Limited B1012 *New*
Mining,Aldoro Resources Limited B1012 *New*
Mining,Alicanto Minerals Limited B1012 *New*
Mining,Alice Queen Limited B1012 *New*
Mining,Alkane Resources Ltd B0804
Mining,Allegiance Coal Limited B0600 *New*
Mining,Alligator Energy Limited B1012 *New*
Mining,Allkem Limited B0990 *New*
Mining,Alpha HPA Limited B0809 *New*
Mining,Altamin Limited B1012 *New*
Mining,Alto Metals Limited B1012 *New*
Mining,Alumina Limited B0802 *New*
Mining,Amani Gold Limited B1012 *New*
Mining,American Rare Earths Limited B1012 *New*
Mining,Andromeda Metals Limited B0919 *New*
Mining,Anglo American Australia Limited B0600
Mining,AngloGold Ashanti Australia Limited B0804
Mining,Anova Metals Limited B1012 *New*
Mining,Anson Resources Limited B1012 *New*
Mining,Antilles Gold Limited B0804 *New*
Mining,Antipa Minerals Limited B1012 *New*
Mining,Apollo Consolidated Limited B0804 *New*
Mining,Apollo Minerals Limited B1012 *New*
Mining,Arafura Resources Limited B1012 *New*
Mining,Archer Materials Limited B1090 *New*
Mining,Ardea Resources Limited B1012 *New*
Mining,Ardiden Limited B1012 *New*
Mining,Argent Minerals Limited B1012 *New*
Mining,Argosy Minerals Limited B0990
Mining,Arizona Lithium Limited B1012 *New*
Mining,Armour Energy Limited B0700 *New*
Mining,Arrow Energy Holdings Pty Ltd B0700
Mining,Artemis Resources Limited B1012 *New*
Mining,Aspire Mining Limited B0600 *New*
Mining,Asra Minerals Limited B1012
Mining,Aston Minerals Limited B1012 *New*
Mining,Astute Metals NL B1012 *New*
Mining,Atrum Coal Limited B1012
Mining,Aurelia Metals Limited B1012
Mining,Auris Minerals Limited B1012 *New*
Mining,Auroch Minerals Limited B1012 *New*
Mining,Ausgold Limited B1012 *New*
Mining,AustChina Holdings Limited B1012 *New*
Mining,Austin Metals Limited B1012 *New*
Mining,Australian Mines Limited B0806 *New*
Mining,Australian Potash Limited B1012 *New*
Mining,Australian Silica Quartz Group Limited B1012 *New*
Mining,Australian Vanadium Limited B1012 *New*
Mining,Australis Oil & Gas Limited B0700 *New*
Mining,AVZ Minerals Limited B1012 *New*
Mining,Azure Minerals Limited B1012 *New*
Mining,Bannerman Energy Limited B1012 *New*
Mining,Banpu Australia Co. Pty Ltd B0600 *New*
Mining,Baosteel Resources Australia Pty Ltd B0801
Mining,Bardoc Gold Limited B1012 *New*
Mining,Barrick (Australia Pacific Holdings) Pty Ltd B0804
Mining,Barrick Resources (Australia) Pty Limited B0803
Mining,Barton Gold Holdings Limited B1012 *New*
Mining,Base Resources Limited B0805
Mining,Basin Sands Logistics Pty Ltd B1090 *New*
Mining,Bathurst Resources Limited B0600 *New*
Mining,Battery Minerals Limited B1012 *New*
Mining,BBX Minerals Limited B1012 *New*
Mining,BCI Minerals Limited B0801
Mining,Beach Energy Limited B0700
Mining,Beacon Minerals Limited B1012 *New*
Mining,Bellevue Gold Limited B0804 *New*
Mining,Berkeley Energia Limited B1012
Mining,BHP Group Limited B0801
Mining,Bis Industries Limited B1090
Mining,Black Cat Syndicate Limited B1012 *New*
Mining,Black Rock Mining Limited B1012 *New*
Mining,Blackearth Minerals NL B0990 *New*
Mining,Blackstone Minerals Limited B1012 *New*
Mining,Blue Star Helium Limited B1012 *New*
Mining,Boab Metals Limited B0807 *New*
Mining,Boadicea Resources Limited B1012 *New*
Mining,Boart Longyear Group Limited B1090
Mining,Boss Energy Limited B0808 *New*
Mining,Bowen Coking Coal Limited B1012 *New*
Mining,BPM Minerals Limited B1012 *New*
Mining,Breaker Resources NL B1012 *New*
Mining,Brightstar Resources Limited B1012 *New*
Mining,Bryah Resources Limited B1012 *New*
Mining,Bulletin Resources Limited B1012 *New*
Mining,Burgundy Diamond Mines Limited B1012 *New*
Mining,Buru Energy Limited B0700 *New*
Mining,Buxton Resources Limited B1012 *New*
Mining,Byrnecut Australia Pty Ltd B1090
Mining,Caeneus Minerals Limited B1012 *New*
Mining,Calidus Resources Limited B0804
Mining,Calima Energy Limited B0700 *New*
Mining,Cannindah Resources Limited B1012 *New*
Mining,Canyon Resources Limited B1012 *New*
Mining,Caprice Resources Limited B1012 *New*
Mining,Capricorn Copper Pty Ltd B0803 *New*
Mining,Capricorn Metals Ltd B0804 *New*
Mining,Caravel Minerals Limited B1012 *New*
Mining,Carawine Resources Limited B1012 *New*
Mining,Carey Group Holdings Pty Ltd B1090 *New*
Mining,Carnaby Resources Limited B1012 *New*
Mining,Carnarvon Energy Limited B1011 *New*
Mining,Carnavale Resources Limited B1012 *New*
Mining,Caspin Resources Limited B1012 *New*
Mining,Castile Resources Limited B1012 *New*
Mining,Castillo Copper Limited B1012 *New*
Mining,Catalyst Metals Limited B1012 *New*
Mining,Cazaly Resources Limited B1012 *New*
Mining,CBH Resources Limited B0807
Mining,Celsius Resources Limited B1012 *New*
Mining,Centaurus Metals Limited B1012 *New*
Mining,Centennial Coal Company Pty Ltd B0601
Mining,Central Petroleum Limited B1011 *New*
Mining,Centrex Limited B1012 *New*
Mining,Chalice Mining Limited B1012 *New*
Mining,Challenger Exploration Limited B0804 *New*
Mining,Champion Iron Limited B1012
Mining,Chatham Rock Phosphate Limited B1012 *New*
Mining,Chesser Resources Limited B0804 *New*
Mining,Chrysos Corporation Ltd B1090 *New*
Mining,Citigold Corporation Limited B0804 *New*
Mining,Cliffs Natural Resources Holdings Pty Ltd B0801
Mining,Coal Mining Industry (Long Service Leave Funding) Corporation B1090 *New*
Mining,Cobre Limited B0803 *New*
Mining,Coda Minerals Limited B1012 *New*
Mining,Cohiba Minerals Limited B1012 *New*
Mining,Cokal Limited B0600 *New*
Mining,Comet Resources Limited B1012 *New*
Mining,Comet Ridge Limited B0700 *New*
Mining,Conico Limited B1012 *New*
Mining,Consolidated Minerals Holdings (Australia) Pty Limited B0809
Mining,Consolidated Zinc Limited B1012 *New*
Mining,Constellation Resources Limited B1012 *New*
Mining,Contract Resources Group Limited B0700 *New*
Mining,Cooper Energy Limited B1011 *New*
Mining,Core Lithium Limited B0990 *New*
Mining,Corella Resources Limited B1012 *New*
Mining,Coronado Curragh Pty Ltd B0600
Mining,Coronado Global Resources Inc. B0600
Mining,Cradle Resources Limited B1012 *New*
Mining,Crater Gold Mining Limited B0804 *New*
Mining,Critical Resources Limited B1012 *New*
Mining,Cromarty Resources Pty Ltd B0807 *New*
Mining,Cue Energy Resources Limited B1011 *New*
Mining,CuFe Limited B1012 *New*
Mining,Cyprium Metals Limited B1012 *New*
Mining,Czr Resources Limited B1012 *New*
Mining,Dacian Gold Limited B1012 *New*
Mining,Dalrymple Bay Coal Terminal Pty Ltd B1090
Mining,Danakali Limited B0809 *New*
Mining,Dart Mining NL B1012 *New*
Mining,Dateline Resources Limited B0804 *New*
Mining,Dawsons Engineering (N.Q.) Pty Ltd B1090 *New*
Mining,DDH1 Limited B1090 *New*
Mining,De Grey Mining Limited B0804 *New*
Mining,Deep Yellow Limited B0808 *New*
Mining,Desert Metals Limited B1012 *New*
Mining,Develop Global Limited B1012 *New*
Mining,Devex Resources Limited B1012 *New*
Mining,DGO Gold Pty Ltd B1012 *New*
Mining,DGR Global Limited B1012 *New*
Mining,Discovery Alaska Limited B1012 *New*
Mining,DiscovEx Resources Limited B1012 *New*
Mining,Dome Gold Mines Limited B1012 *New*
Mining,Dragon Mining Limited B0804
Mining,Dreadnought Resources Limited B1012 *New*
Mining,Duke Exploration Limited B1012 *New*
Mining,Duketon Mining Limited B1012 *New*
Mining,Dynamic Group Holdings Limited B1090 *New*
Mining,E B Mawson & Sons Pty Limited B0919
Mining,E2 Metals Limited B1012 *New*
Mining,Eagle Mountain Mining Limited B1012 *New*
Mining,Eastern Resources Limited B1012 *New*
Mining,Eclipse Metals Limited B1012 *New*
Mining,Element 25 Limited B0809 *New*
Mining,Elementos Limited B1012 *New*
Mining,Elevate Uranium Limited B1012 *New*
Mining,Elmore Limited B1012 *New*
Mining,Emerald Resources NL B0804 *New*
Mining,Emmerson Resources Limited B1012 *New*
Mining,Empire Energy Group Limited B0700 *New*
Mining,EMU NL B1012 *New*
Mining,Encounter Resources Limited B1012 *New*
Mining,Enegex Limited B1012
Mining,Energy Metals Limited B1012 *New*
Mining,Energy Resources of Australia Ltd B0808
Mining,Energy Transition Minerals Ltd B1012 *New*
Mining,Energy World Corporation Ltd B0700
Mining,ENRG Elements Limited B0803 *New*
Mining,Ensign (Australia) Holdings Pty Limited B1090
Mining,EQ Resources Limited B1012 *New*
Mining,Equatorial Resources Limited B1012 *New*
Mining,Equus Mining Limited B1012 *New*
Mining,Estrella Resources Limited B1012 *New*
Mining,EV Resources Limited B1012 *New*
Mining,Evolution Mining Limited B0804
Mining,ExxonMobil Australia Pty Ltd B0700
Mining,Fenix Resources Limited B0801
Mining,Fin Resources Limited B09
Mining,Firebird Metals Limited B1012 *New*
Mining,Firefinch Limited B1012 *New*
Mining,Firefly Resources Limited B1012 *New*
Mining,Fitzroy (CQ) Pty Ltd B0600 *New*
Mining,Focus Minerals Ltd B0804 *New*
Mining,Fortescue Metals Group Limited B0801
Mining,FQM Australia Holdings Pty Ltd B0806 *New*
Mining,Freehill Mining Limited B1012 *New*
Mining,Frontier Energy Limited B1012 *New*
Mining,Future Metals Nl B1012 *New*
Mining,FYI Resources Limited B1012 *New*
Mining,G11 Resources Limited B1012 *New*
Mining,Galan Lithium Limited B1012 *New*
Mining,Galaxy Resources Limited B0990
Mining,Galena Mining Limited B1012
Mining,Galilee Energy Limited B0700 *New*
Mining,Galileo Mining Limited B1012 *New*
Mining,Garnet International Resources Pty Ltd B0805 *New*
Mining,Gateway Mining Limited B1012 *New*
Mining,Gbm Resources Limited B1012 *New*
Mining,Genesis Minerals Limited B0804 *New*
Mining,Genmin Limited B1012 *New*
Mining,Geopacific Resources Limited B1012 *New*
Mining,Gibb River Diamonds Limited B1012
Mining,Global Lithium Resources Limited B0990 *New*
Mining,Global Oil & Gas Limited B1011 *New*
Mining,Globe Metals & Mining Limited B0809 *New*
Mining,GME Resources Limited B1012 *New*
Mining,Godolphin Resources Limited B1012 *New*
Mining,Gold Fields Australia Pty Limited B0804
Mining,Gold Road Resources Limited B0804 *New*
Mining,Golden Point Group Pty Ltd B1012 *New*
Mining,Golden Rim Resources Limited B1012 *New*
Mining,Golden State Mining Limited B1012
Mining,Grange Resources Limited B0801
Mining,Great Boulder Resources Limited B1012 *New*
Mining,Great Northern Minerals Limited B1012 *New*
Mining,Great Southern Mining Limited B1012 *New*
Mining,Great Western Exploration Limited B1012 *New*
Mining,Greenvale Mining Limited B1012 *New*
Mining,GreenX Metals Limited B1012 *New*
Mining,Group 6 Metals Limited B1012 *New*
Mining,GS Coal Pty Ltd B0600 *New*
Mining,GSM Holding Company Pty Limited B0804
Mining,GTI Energy Ltd B1012 *New*
Mining,GWR Group Limited B0801 *New*
Mining,Halliburton Consolidated Pty Ltd B1090
Mining,Hammer Metals Limited B1012 *New*
Mining,Hancock Prospecting Pty Limited B0801
Mining,Hartshead Resources Nl B0700 *New*
Mining,Hastings Technology Metals Limited B1012 *New*
Mining,Havilah Resources Limited B1012 *New*
Mining,Hawsons Iron Limited B1012 *New*
Mining,Hawthorn Resources Limited B0804 *New*
Mining,Heathgate Resources Pty Ltd B0808
Mining,Helios Energy Limited B1011 *New*
Mining,Helix Resources Limited B1012 *New*
Mining,Hexagon Energy Materials Limited B1012 *New*
Mining,Hillgrove Resources Limited B0803
Mining,Horizon Gold Limited B1012 *New*
Mining,Horizon Minerals Limited B0804 *New*
Mining,Horizon Oil Limited B1011
Mining,Hot Chili Limited B1012 *New*
Mining,Iceni Gold Limited B1012 *New*
Mining,Idemitsu Australia Resources Pty Ltd B0600
Mining,IGO Limited B0806
Mining,Iluka Resources Limited B0805
Mining,Image Resources NL B0805 *New*
Mining,Impact Minerals Limited B1012 *New*
Mining,Inca Minerals Limited B1012 *New*
Mining,Indiana Resources Limited B1012 *New*
Mining,Infinity Lithium Corporation Limited B1012 *New*
Mining,Investigator Resources Limited B1012 *New*
Mining,Invictus Energy Limited B1012 *New*
Mining,Ioneer Limited B0990 *New*
Mining,Ionic Rare Earths Limited B1012 *New*
Mining,IperionX Limited B1012 *New*
Mining,Iron Road Ltd B0801 *New*
Mining,Ironbark Zinc Limited B1012 *New*
Mining,ITOCHU Minerals & Energy of Australia Pty Ltd B0801
Mining,Japan Australia LNG (MIMI) Pty Ltd B0700
Mining,Javelin Minerals Limited B1012
Mining,Jervois Global Limited B1012 *New*
Mining,Jindalee Resources Limited B1012 *New*
Mining,Jupiter Mines Limited B0809
Mining,Kairos Minerals Limited B1012 *New*
Mining,Kaiser Reef Limited B1012 *New*
Mining,Kalamazoo Resources Limited B1012 *New*
Mining,Kalium Lakes Limited B1012 *New*
Mining,Karoon Energy Ltd B1011 *New*
Mining,KGL Resources Limited B1012 *New*
Mining,Kin Mining Nl B1012 *New*
Mining,King River Resources Limited B1012 *New*
Mining,Kingston Resources Limited B1012 *New*
Mining,Kirkland Lake Gold Australia Pty Ltd B0804
Mining,Kogi Iron Limited B1012 *New*
Mining,Krakatoa Resources Limited B1012 *New*
Mining,Labyrinth Resources Limited B1012 *New*
Mining,Lachlan Star Limited B1012 *New*
Mining,Lake Resources NL B1012 *New*
Mining,Latin Resources Limited B1012 *New*
Mining,Legacy Iron Ore Limited B1012 *New*
Mining,Legend Mining Limited B0806
Mining,Lepidico Limited B1012 *New*
Mining,Lindian Resources Limited B1012 *New*
Mining,Liontown Resources Limited B1012 *New*
Mining,Lithium Energy Limited B0990 *New*
Mining,Lithium Power International Limited B0990 *New*
Mining,Lodestar Minerals Limited B1012 *New*
Mining,Los Cerros Limited B0804 *New*
Mining,Lotus Resources Limited B1012 *New*
Mining,Lucapa Diamond Company Limited B1012 *New*
Mining,Lucas Total Contract Solutions (Holdings) Pty Ltd B1090 *New*
Mining,Lunnon Metals Limited B1012 *New*
Mining,Lynas Rare Earths Limited B1012
Mining,MACA Limited B1090
Mining,Macmahon Holdings Limited B1012
Mining,Mader Group Limited B1090 *New*
Mining,Magmatic Resources Limited B1012 *New*
Mining,Magnetic Resources NL B1012 *New*
Mining,Magnetite Mines Limited B1012 *New*
Mining,Magnum Mining and Exploration Limited B1012 *New*
Mining,Mako Gold Limited B1012 *New*
Mining,Mandrake Resources Limited B1012 *New*
Mining,Manhattan Corporation Limited B1012 *New*
Mining,Manuka Resources Limited B0804 *New*
Mining,Marmota Limited B1012 *New*
Mining,Marvel Gold Limited B1012
Mining,Matador Mining Limited B1012 *New*
Mining,Matsa Resources Limited B1012 *New*
Mining,MC Mining Limited B0600 *New*
Mining,Medallion Metals Limited B1012 *New*
Mining,Meeka Metals Limited B1012 *New*
Mining,Melbana Energy Limited B1011 *New*
Mining,Metalicity Limited B1012 *New*
Mining,Metallica Minerals Limited B1012 *New*
Mining,Metals X Limited B0809
Mining,Metalstech Limited B1012 *New*
Mining,Metarock Group Limited B1090
Mining,Meteoric Resources NL B1012 *New*
Mining,Metgasco Limited B0700 *New*
Mining,Metro Mining Limited B0802 *New*
Mining,Millennium Minerals Pty Ltd B0804 *New*
Mining,Minbos Resources Limited B1012 *New*
Mining,Mincor Resources NL B0806
Mining,Mindax Limited B1012 *New*
Mining,Mineral Resources Limited B0801
Mining,Mineralogy Pty Ltd B1012 *New*
Mining,MinRex Resources Limited B1012 *New*
Mining,Mitchell Services Limited B1090 *New*
Mining,Mithril Resources Limited B1012 *New*
Mining,Mitsubishi Development Pty Ltd B0601
Mining,Mitsui E&P Australia Holdings Pty Ltd B0700
Mining,Mitsui E&P Australia Pty Ltd B0700
Mining,Mitsui Iron Ore Development Pty Ltd B0801
Mining,Mitsui Resources Pty Ltd B0600
Mining,Mount Gibson Iron Limited B0801
Mining,MPC Kinetic Holdings Limited B1090 *New*
Mining,Musgrave Minerals Limited B1012 *New*
Mining,Navarre Minerals Limited B1012 *New*
Mining,Neometals Limited B0990 *New*
Mining,New Age Exploration Limited B1012 *New*
Mining,New Century Resources Limited B1012 *New*
Mining,New Hope Corporation Limited B0600
Mining,New Talisman Gold Mines Limited B0804 *New*
Mining,New World Resources Limited B1012
Mining,New Zealand Oil & Gas Limited B0700 *New*
Mining,Newcrest Mining Limited B0804
Mining,Newfield Resources Limited B1012
Mining,Newmont Australia Pty Ltd B0804
Mining,NewPeak Metals Limited B0804 *New*
Mining,Nexus Minerals Limited B1012 *New*
Mining,Nickel Industries Limited B0806 *New*
Mining,Nippon Steel Australia Pty Limited B0601
Mining,Noronex Limited B1012
Mining,North Stawell Minerals Limited B0804 *New*
Mining,Northern Minerals Limited B1012 *New*
Mining,Northern Star Resources Limited B0804
Mining,Norton Gold Fields Pty Ltd B0804
Mining,Norwest Energy NL B0700 *New*
Mining,Nova Minerals Limited B1012 *New*
Mining,NRW Holdings Limited B1090
Mining,NT Minerals Ltd B1012 *New*
Mining,Nuenergy Gas Limited B0700 *New*
Mining,Oar Resources Limited B1012
Mining,OceanaGold Corporation B0804
Mining,Odyssey Gold Limited B1012 *New*
Mining,OGOG (Kohatukai) Limited B0700 *New*
Mining,Oil Search Limited B0700
Mining,Okapi Resources Limited B1012 *New*
Mining,Omya Australia Pty Limited B0919
Mining,Ora Banda Mining Limited B0804
Mining,Ora Gold Limited B1012 *New*
Mining,OreCorp Limited B1012 *New*
Mining,Orion Minerals Limited B0804 *New*
Mining,Otto Energy Limited B0700 *New*
Mining,OZ Minerals Limited B0803
Mining,Pacific Nickel Mines Limited B1012 *New*
Mining,Paladin Energy Ltd B0808
Mining,PanAust Limited B0804
Mining,Pancontinental Energy NL B1011 *New*
Mining,Panoramic Resources Limited B0806
Mining,Pantoro Limited B0804 *New*
Mining,Parkway Corporate Limited B1012
Mining,Paterson Resources Limited B1012 *New*
Mining,Pathfinder Resources Limited B1012 *New*
Mining,Peabody Australia Holdco Pty Ltd B0601 *New*
Mining,Peak Minerals Limited B1012 *New*
Mining,Peak Rare Earths Limited B1012 *New*
Mining,Pechiney Consolidated Australia Pty Ltd B0809
Mining,Peel Mining Limited B1012 *New*
Mining,Peninsula Energy Limited B0808
Mining,Peregrine Gold Limited B1012 *New*
Mining,Perenti Limited B1090
Mining,Perilya Limited B0807
Mining,Perpetual Resources Limited B0805 *New*
Mining,Perseus Mining Limited B0804
Mining,Petratherm Limited B1012 *New*
Mining,PhosCo Ltd B1012 *New*
Mining,Piacentini & Son Pty Ltd B1090
Mining,Pilbara Minerals Limited B0809 *New*
Mining,Platina Resources Limited B1012 *New*
Mining,Podium Minerals Limited B1012 *New*
Mining,Polarx Limited B1012 *New*
Mining,Poseidon Nickel Limited B1012 *New*
Mining,Power Minerals Limited B1012 *New*
Mining,Predictive Discovery Limited B1012 *New*
Mining,PRL Global Ltd B0990
Mining,Prodigy Gold NL B1012 *New*
Mining,Prospect Resources Limited B1012 *New*
Mining,Province Resources Limited B1012 *New*
Mining,Pursuit Minerals Limited B1012 *New*
Mining,QCoal Pty Ltd B0600
Mining,Qem Limited B1012 *New*
Mining,QGC Upstream Investments Pty Ltd B1011
Mining,Qmines Limited B1012 *New*
Mining,Queensland Pacific Metals Limited B1012 *New*
Mining,QX Resources Limited B1012
Mining,Ragnar Metals Limited B1012 *New*
Mining,Raiden Resources Limited B1012 *New*
Mining,Ramelius Resources Limited B0804 *New*
Mining,Rarex Limited B1012 *New*
Mining,Red 5 Limited B0804 *New*
Mining,Red Hill Minerals Limited B1012 *New*
Mining,Red Mountain Mining Limited B1012 *New*
